IC,NNG,JKB,JKS,NP,JX,MAG,VA,EC,VV,VX,XSN,VA-I,JKO,EF,VV-I,ETM,SF,VCP,XSA-I,XSV,VCN,XR,NNB,EP,MAJ,VV-R,SL,SN,MM,ETN,JKG,NNP,XSA,JC,NR,Z_CODA,JKC,XPN,VA-R,JKQ,JKV,SSC
,시험,,,,,,,어야지,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,기간,,,,,,,고,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,레슨,,,,,,,어서,내려가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,수업,,,,,,,고,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,시험,,,,,,,어서,되,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,말,,,,,,,면,올라가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,가관,,,,,,,냐고,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,평상시,,,,,,,고,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,공부,,,,,,,는데,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,시험,,,,,,,고,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,기간,,,,,,,다,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,행복,,,,,,,면,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,얘기,,,,,,,고,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,소리,,,,,,,어,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,시험,,,,,,,어서,그러,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,기간,,,,,,,게,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,시험,,,,,,,는데,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,영화,,,,,,,어,오,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,스포츠,,,,,,,고,그러,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,시간,,,,,,,어서,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,행복,,,,,,,어,먹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,시험,,,,,,,고,풀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,전,,,,,,,는데,그러,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,공부,,,,,,,으면,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,평,,,,,,,니까,맞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,평상시,,,,,,,게,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,거지,,,,,,,다,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,시험,,,,,,,니깐,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,기간,,,,,,,면,그러,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,장학금,,,,,,,어,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,애,,,,,,,다가,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사람,,,,,,,다,되,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생각,,,,,,,면,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,요즘,,,,,,,게,되,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,복지,,,,,,,는데,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,제도,,,,,,,고,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,우리나라,,,,,,,면,맞추,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,건강,,,,,,,다,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,검진,,,,,,,면,내리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,장애인,,,,,,,고,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,등급,,,,,,,다고,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,시설,,,,,,,어,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,돈,,,,,,,는데,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,이용,,,,,,,어서,올라가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,구,,,,,,,게,올라가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,무료,,,,,,,면,오,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,마사지,,,,,,,면,휘몰아치,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,취미,,,,,,,려고,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생활,,,,,,,고,타,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,구마다,,,,,,,는데,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,구,,,,,,,어서,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,활용,,,,,,,어서,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,앞,,,,,,,면서,보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,복지,,,,,,,다,되,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,제도,,,,,,,니까,만들,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,구역,,,,,,,고,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,이용,,,,,,,어서,올라가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,나이,,,,,,,고,올라가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,복지,,,,,,,는데,내려가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,회관,,,,,,,고,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,곳,,,,,,,어서,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,이사,,,,,,,ᆫ다고,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,말,,,,,,,ᆫ다고,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,혜택,,,,,,,는데,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,이동,,,,,,,고,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,근처,,,,,,,은데,걸리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,반경,,,,,,,어서,나,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,얘기,,,,,,,는데,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,복지,,,,,,,어,오,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,제도,,,,,,,고,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,이용,,,,,,,어,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,한편,,,,,,,으면,사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,복지,,,,,,,다,보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,제도,,,,,,,면,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,이용,,,,,,,으니까,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,취미,,,,,,,어도,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,복지,,,,,,,고,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,제도,,,,,,,고,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,이용,,,,,,,고,보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생활,,,,,,,게,보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,능력,,,,,,,으니까,살,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,행복,,,,,,,면,그러,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,건강,,,,,,,고,알,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,건강,,,,,,,은데,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,건강,,,,,,,어,오,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,돈,,,,,,,고,통하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,건강,,,,,,,게,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,체력,,,,,,,어야,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,준비,,,,,,,니까,오,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,쪼금,,,,,,,ᆫ데,갖추,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,인생,,,,,,,다,보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,준비,,,,,,,면,보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,별거,,,,,,,다시피,넓히,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,요즘,,,,,,,고,모르,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,고령,,,,,,,고,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,시대,,,,,,,고,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,직장,,,,,,,면,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,옛날,,,,,,,라서,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사회,,,,,,,면,돌아다니,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,복지사,,,,,,,어서,쉬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,자격증,,,,,,,으면,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사회,,,,,,,는데,오,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,복지사,,,,,,,고,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,자격증,,,,,,,라도,다니,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,공부,,,,,,,어,다니,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,취직,,,,,,,어야,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사업,,,,,,,어서,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,노력,,,,,,,ᆫ데,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,나이,,,,,,,면,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,직업,,,,,,,면,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,앞,,,,,,,어,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,시대,,,,,,,고,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,돈,,,,,,,어서,오,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,시간,,,,,,,어,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,무료,,,,,,,고,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,봉사,,,,,,,게,살,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생각,,,,,,,어서,맡기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,인생,,,,,,,고,쓰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,작,,,,,,,어서,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,봉사,,,,,,,어,있,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,봉사,,,,,,,고,쓰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,시간,,,,,,,어서,있,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,인생,,,,,,,을지,쓰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생활,,,,,,,는데,만들,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,옛날,,,,,,,어서,있,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,학교,,,,,,,으면,쓰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생활,,,,,,,고,쓰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,때,,,,,,,어,쓰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,소풍,,,,,,,고,그러,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,봄,,,,,,,은데,먹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,소풍,,,,,,,다고,빨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,가을,,,,,,,고,넣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,소풍,,,,,,,게,쓰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,소풍,,,,,,,어,쓰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,김밥,,,,,,,어,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,기대,,,,,,,고,빨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,김밥,,,,,,,고,빨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,소풍,,,,,,,어서,쓰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,집,,,,,,,고,쓰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,김밥,,,,,,,어,쓰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,친구,,,,,,,고,닦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,집,,,,,,,으면,쓰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,엄마,,,,,,,어,보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,김밥,,,,,,,고,나오,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,친구,,,,,,,니까,쓰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,요즘,,,,,,,고,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,소풍,,,,,,,어서,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,햄버거,,,,,,,게,닦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,김밥,,,,,,,다,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,분식집,,,,,,,고,쓸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,요즘,,,,,,,게,내리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,자유,,,,,,,어야,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,옛날,,,,,,,게,그러,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,수학여행,,,,,,,는데,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,수학,,,,,,,어,쓰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,여행,,,,,,,면,쓰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,행복,,,,,,,어,쓰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,말,,,,,,,고,보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,친구,,,,,,,게,쓰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,그때,,,,,,,어서,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,춤,,,,,,,게,쓰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,부모,,,,,,,고,좋아하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,수학여행,,,,,,,어,살,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,추억,,,,,,,고,쓰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,수학여행,,,,,,,고,쉬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,지금,,,,,,,고,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,아이,,,,,,,는데,드리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,수학여행,,,,,,,고,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,외국,,,,,,,다,좋아하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,때,,,,,,,니까,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,소풍,,,,,,,어서,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,추억,,,,,,,ᆫ데,되,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,몸살,,,,,,,게,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,소풍,,,,,,,으면,쓰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,몸살,,,,,,,어,보이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,어머니,,,,,,,고,되,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,김밥,,,,,,,어,적시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,어머니,,,,,,,면서,마르,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,얘기,,,,,,,으면,닦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,뒷,,,,,,,고,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,뒤꼍,,,,,,,면,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,돗자리,,,,,,,게,쓰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,김밥,,,,,,,으면은,자르,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,소풍,,,,,,,고,놓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,마음,,,,,,,니까,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,김밥,,,,,,,다,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,기억,,,,,,,면,되,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,때,,,,,,,다,쓰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,중학교,,,,,,,고,버리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,교복,,,,,,,다,있,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,언니,,,,,,,니까,좋아하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,차이,,,,,,,다,싫어하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,교복,,,,,,,면,살,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,말,,,,,,,고,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,저녁때,,,,,,,으니까,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,칼라,,,,,,,게,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,세탁,,,,,,,고,살,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,아침,,,,,,,으면,넘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,말,,,,,,,다,살,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,교복,,,,,,,어,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,학교,,,,,,,게,오,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생활,,,,,,,려면,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,이번,,,,,,,는데,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,여행,,,,,,,어,드리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,해외,,,,,,,고,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,따님,,,,,,,다,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,얘기,,,,,,,다,들어가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,소식,,,,,,,다,살,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,후기,,,,,,,다,고르,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,소식,,,,,,,고,어쩌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,당황,,,,,,,ᆫ다고,뛰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,카페,,,,,,,면서,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,가입,,,,,,,고,있,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,카페,,,,,,,고,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,동안,,,,,,,어서,있,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,여행,,,,,,,어,나,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,카페,,,,,,,어야,들어가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,가입,,,,,,,면,누르,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,여행,,,,,,,게,나,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,카페,,,,,,,고,밤새,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,가입,,,,,,,거나,나,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,가입,,,,,,,면,내려가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,그때,,,,,,,고,꺼지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생각,,,,,,,으니까,나,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,시,,,,,,,어,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,마음,,,,,,,고,알,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,찰나,,,,,,,는데,있,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,정보,,,,,,,어서,살,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,항공사,,,,,,,는데,그러,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,원,,,,,,,으면,알,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,플러스,,,,,,,면,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,원,,,,,,,는데,읽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,행사,,,,,,,게,있,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,예매,,,,,,,ᆫ데,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,때,,,,,,,ᆫ데,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,획기적,,,,,,,라고,통하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,표,,,,,,,고,떨어지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,예전,,,,,,,고,나,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,항공사,,,,,,,면,불러일으키,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,이용,,,,,,,지,말,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,때,,,,,,,게,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,기억,,,,,,,어,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,믿음,,,,,,,나,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,항공사,,,,,,,어,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,국,,,,,,,는데,일으키,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,적기,,,,,,,어,몰리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,마음,,,,,,,나,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,결정,,,,,,,면,보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,딸,,,,,,,어,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,딸,,,,,,,어,되,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,방학,,,,,,,어,살,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,전,,,,,,,고,들어가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,추억,,,,,,,고,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,선생,,,,,,,면,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,처음,,,,,,,어,살,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,아들,,,,,,,고,나,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,여행,,,,,,,어서,나,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,아들,,,,,,,면,열,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,엄마,,,,,,,나,모르,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,얘기,,,,,,,나,올라오,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생각,,,,,,,는데,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,스케줄,,,,,,,으면,싸우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,아들,,,,,,,어서,되,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,여행,,,,,,,어,모르,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,자유,,,,,,,은데,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,여행,,,,,,,는데,열,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,주변,,,,,,,고,들리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,숙소,,,,,,,어서,나,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,아들,,,,,,,는다고,통하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,핸드폰,,,,,,,어서,통하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,검색,,,,,,,어서,들어가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,맛집,,,,,,,게,틀리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,전철,,,,,,,나,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,지하철,,,,,,,다,피하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,처음,,,,,,,니까,위하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,택시,,,,,,,다고,쓰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,택시,,,,,,,고,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,요금,,,,,,,는데,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,아들,,,,,,,어,사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,지하철,,,,,,,고,옮기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,지하철,,,,,,,고,되,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,구경,,,,,,,게,만들,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,기억,,,,,,,고,대하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,지하철,,,,,,,고,접하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,여기저기,,,,,,,는데,그러,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
