NNP,XSN,JKS,NNG,JX,NP,JKO,MAG,VCP,EC,VV,ETM,NNB,VA,EF,SF,MM,JKG,JKB,MAJ,EP,VX,JKC,VCN,XSV,VV-R,VA-I,VV-I,IC,SN,XSA,NR,JKQ,XR,XPN,ETN,JC,SL,XSA-I,VA-R,Z_CODA,JKV,XSM
,,,궁합,,,,너무,,고,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,사주,,,,다,,어,있,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,조심,,,,다,,는데,느끼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,궁합,,,,잘,,고,보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,사주,,,,많이,,니까,보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,상황,,,,열심히,,어,그러,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,때,,,,인제,,고,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,조심,,,,솔직히,,고,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,궁합,,,,너무,,ᆫ데,알,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,중요,,,,이제,,면서,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,생각,,,,안,,게,보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,애,,,,진짜,,어서,찾아가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,궁합,,,,잘,,어,꽂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,다행,,,,다,,어,갖,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,그때,,,,다,,려고,그러,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,형,,,,너무,,지,보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,사주,,,,안,,고,모르,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,때,,,,안,,어야,내려오,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,형,,,,아주,,게,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,결혼,,,,못,,고,나가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,이야기,,,,너무,,어서,살,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,결혼,,,,너무,,어야,내려오,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,그때,,,,못,,고,보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,형,,,,약간,,라서,적어지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,명리,,,,같이,,으면,그러,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,공부,,,,바로,,어,살,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,정도,,,,굉장히,,고,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,정확,,,,안,,지,만나,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,형,,,,안,,고,만나,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,말,,,,안,,지,만나,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,신빙,,,,꼭,,어서,보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,집,,,,같이,,니까,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,집안,,,,같이,,니까,되,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,형,,,,좀,,고,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,그때,,,,같이,,어요,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,형,,,,좀,,어서,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,사주,,,,같이,,어,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,형,,,,너무,,지만,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,사주,,,,정말,,어서,따르,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,때,,,,너무,,어,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,비교,,,,잘,,어,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,사주,,,,좀,,지,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,궁합,,,,참,,지,되,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,글,,,,좀,,지,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,명리,,,,아무래도,,다고,모르,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,철학관,,,,참,,어서,들어가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,돈,,,,한번,,ᆫ다든가,만들,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,공부,,,,같이,,ᆫ다든가,팔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,사람,,,,혹시,,고,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,궁합,,,,그냥,,어서,만들,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,사주,,,,너무,,더라도,팔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,통계,,,,멀리,,거나,팔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,결혼,,,,그냥,,거나,올리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,때,,,,아까,,게,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,궁합,,,,같이,,어서,팔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,궁합,,,,같이,,고,되,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,조심,,,,일단,,게,들어가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,싸움,,,,이왕에,,라고,들어가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,때,,,,같이,,는데,돌아가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,궁합,,,,또,,으려면,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,때,,,,같이,,ᆫ데,만들,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,생각,,,,같이,,어,만들,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,맹세,,,,훨씬,,는데,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,사주,,,,더,,지만,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,궁합,,,,한번,,다,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,맹신,,,,너무,,면서,들어가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,조심,,,,너무,,고,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,자유분방,,,,너무,,은데,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,아이,,,,꼭,,어야,보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,결혼,,,,꼭,,ᆫ다고,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,아버지,,,,꼭,,어서,처박히,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,엄마,,,,같이,,어야,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,결혼,,,,좀,,ᆫ다고,들어가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,아기,,,,다,,는데,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,아들,,,,꽉,,고,모르,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,여자,,,,좀,,지마는,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,결혼,,,,한번,,게,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,결혼,,,,한번,,어,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,이야기,,,,잘,,어서,들어가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,결혼,,,,한번,,고,먹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,전,,,,같이,,면,보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,파,,,,또,,게,보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,그때,,,,다,,어,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,결혼식,,,,너무,,고,다니,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,때,,,,안,,게,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,전날,,,,너무,,어,바라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,다음,,,,안,,고,그러,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,날,,,,얼마나,,어,배우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,하객,,,,다,,고,차리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,버스,,,,완전,,어,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,결혼식,,,,너무,,어도,모르,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,시간,,,,너무,,게,알,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,그때,,,,멀리,,고,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,차,,,,되게,,고,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,식전,,,,꼭,,게,가지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,생각,,,,좀,,게,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,조바심,,,,너무,,는데,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,전,,,,너무,,어,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,신랑,,,,그냥,,어서,가지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,아버지,,,,그냥,,어서,쌓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,임무,,,,너무,,고,나오,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,때,,,,너무,,면,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,예전,,,,아직,,어,맡기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,결혼,,,,못,,어,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,문화,,,,너무,,게,맞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,예전,,,,보통,,다가,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,부모,,,,많이,,어,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,관여,,,,되게,,어,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,결혼,,,,그냥,,어서,다니,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,진행,,,,너무,,는지,나오,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,요즘,,,,되게,,고,들어가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,결혼,,,,같이,,고,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,문화,,,,한번,,어,들어가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,젊은이,,,,너무,,지,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,주축,,,,너무,,고,보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,자기,,,,꼭,,어,다니,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,편리,,,,같이,,ᆫ데,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,결혼,,,,잘,,어서,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,풍속도,,,,참,,게,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,부모,,,,너무,,면,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,참석,,,,너무,,면,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,하느,,,,혹시,,고,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,시,,,,같이,,어서,되,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,주체,,,,혹시,,어서,되,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,생각,,,,전혀,,게,되,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,이제,,,,너무,,면,알,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,세대,,,,제일,,어서,다니,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,엠지,,,,잘,,지,들어가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,세대,,,,제일,,고,들어가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,때,,,,잘,,고,보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,부모,,,,같이,,어서,나,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,편리,,,,꼭,,다고,보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,약간,,,,안,,어서,들어가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,옛날,,,,그냥,,어,나오,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,결혼,,,,정말,,으면,내,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,때,,,,자주,,라고,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,집안,,,,혹시,,게,들,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,가족,,,,같이,,라고,들,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,예식장,,,,많이,,으면,오르,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,식사,,,,제일,,다고,올라가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,집,,,,너무,,라고,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,잔치,,,,다,,고,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,요새,,,,일찍,,게,타,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,문화,,,,너무,,어서,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,자체,,,,정말,,고,그러,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,예식장,,,,다,,게,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,집안,,,,너무,,고,맞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,식구,,,,엄청,,게,맞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,사촌,,,,정말,,어서,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,형제,,,,정말,,고,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,끝,,,,너무,,는데,그만두,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,결혼,,,,아무튼,,다,보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,과,,,,다,,니까,그러,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,관광,,,,아주,,으면,어쩌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,버스,,,,가끔가끔,,게,모르,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,집,,,,많이,,고,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,요새,,,,꼭,,게,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,결혼,,,,꼭,,고,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,정,,,,꼭,,어서,보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,세월,,,,잘,,어,큰소리치,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,코,,,,안,,으면,오,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,문화,,,,잘,,면서,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,장례,,,,안,,어,되,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,문화,,,,막,,러,그러,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,장례식,,,,쫙,,고,그러,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,요즘,,,,많이,,니까,보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,예전,,,,너무,,으니까,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,혼,,,,정말,,으면,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,혼,,,,정말,,고,그러,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,때,,,,정말,,는데,쌓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,동안,,,,정말,,어서,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,동안,,,,못,,어,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,부모,,,,너무,,게,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,산소,,,,또,,고,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,앞,,,,또,,고,다니,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,움막,,,,너무,,게,다니,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,문화,,,,너무,,고,따,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,이제,,,,잘,,고,그러,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,장례식,,,,아직,,다고,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,그날,,,,못,,으면,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,끝,,,,한번,,면,있,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,매장,,,,꼭,,고,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,예전,,,,좀,,면,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,장례식,,,,꼭,,으면,보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,기억,,,,좀,,고,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,삼베,,,,한번,,어서,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,옷,,,,더,,고,그러,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,굴건,,,,더,,으면,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,작대기,,,,꼭,,고,되,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,생각,,,,막,,는데,따지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,꽃상여,,,,꼭,,고,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,종,,,,같이,,고,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,노잣돈,,,,꼭,,고,알,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,기억,,,,너무,,어서,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,이제,,,,못,,고,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,매장,,,,왜,,어,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,옛날,,,,되게,,어,따라가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,부모,,,,요만큼,,면서,키우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,상,,,,안,,어,키우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,부모,,,,너무,,고,키우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,휴가,,,,못,,어,키우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,이제,,,,얼마나,,고,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,장례,,,,꼭,,고,싫어하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,때,,,,꼭,,어서,키우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,장,,,,다,,고,먹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,묘,,,,안,,고,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,장,,,,다,,어,들,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,날,,,,다,,니까,키우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,산소,,,,진짜,,어,되,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,문화,,,,혹시나,,고,사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,자체,,,,많이,,는데,오,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,화장,,,,진짜,,고,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,장례,,,,진짜,,어도,내,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,세상,,,,왜,,어,혼내,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,사람,,,,왜,,고,키우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,지역,,,,못,,ᆫ지,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,상주,,,,못,,더니,키우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,위주,,,,한꺼번에,,어,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,부모,,,,쫙,,고,키우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,효심,,,,더,,고,키우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,상주,,,,못,,고,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,입장,,,,꼭,,어,키우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,바,,,,통,,고,보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,제사,,,,정말,,고,봐주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,이제,,,,요새,,고,키우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,날짜,,,,빨리,,더니,먹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,생각,,,,좀,,어,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,주,,,,꼭,,고,키우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,일요일,,,,아직,,어,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,날,,,,그냥,,고,나가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,제사,,,,왜,,는데,나가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,집,,,,혹시,,라,데리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,옛날,,,,그냥,,는데,나가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,엄마,,,,그냥,,어서,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,때,,,,많이,,어,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,집,,,,혹시,,고,놓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,장례식,,,,많이,,고,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,병풍,,,,그냥,,어,놓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,뒤,,,,같이,,지마는,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,어머니,,,,너무,,어서,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,시신,,,,잘,,고,앉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,장례,,,,엄청,,다,오,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,장,,,,아마,,게,떨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,장,,,,완전,,게,있,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,아버님,,,,안,,는데,오,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,때,,,,완전,,는데,앉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,경대,,,,정말,,느냐고,있,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,병원,,,,완전,,어,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,장례,,,,너무,,라고,키우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,옛날,,,,못,,어서,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,부모,,,,너무,,어,들,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,죄인,,,,너무,,어서,넘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,잠,,,,별로,,게,보살피,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,장례식장,,,,그냥,,면,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,문상객,,,,그냥,,고,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,상주,,,,그냥,,고,먹이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,문화,,,,그냥,,고,먹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,생각,,,,많이,,다,되,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,옛날,,,,정말,,라고,먹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,방식,,,,인제,,면,그러,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,고집,,,,보통,,면,주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,그때,,,,그럼,,어서,되,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,밖,,,,미리,,고,먹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,시절,,,,너무,,어서,먹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,일,,,,좀,,어서,들,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,때,,,,다,,거나,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,문화,,,,또,,면,줄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,지금,,,,진짜,,어서,주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,각자,,,,좀,,어도,알,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,시대,,,,쪼끔,,게,쳐다보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,지금,,,,아직,,어서,앉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,문화,,,,다,,는데,보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,정,,,,좀,,고,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,산,,,,좀,,고,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
